actors,worlwide_gross_income
 Grant Glendinning," 2,079,569.00 "
 Jean Marie Coffey," 2,079,569.00 "
 Leonard O'Malley," 2,079,569.00 "
 Robert David MacDonald," 2,079,569.00 "
 Victor Eadie," 2,079,569.00 "
 Victoria Nairn," 2,079,569.00 "
Kerry Fox," 2,079,569.00 "
 Candy Wang," 2,074,864.00 "
 Chun-Xiao," 2,074,864.00 "
 Dantong Han," 2,074,864.00 "
 Dong-Gun Jang," 2,074,864.00 "
 Guodong Chen," 2,074,864.00 "
 Jean Favie," 2,074,864.00 "
 Rong Rong," 2,074,864.00 "
 Shiping Li," 2,074,864.00 "
 Xiangru Ge," 2,074,864.00 "
 Xiaoxi Gang," 2,074,864.00 "
 Yanwei Wang," 2,074,864.00 "
Cecilia Cheung," 2,074,864.00 "
 Bill Brochtrup," 2,062,405.00 "
 Gabriel Berthier," 2,062,405.00 "
 Joseph Boyle," 2,062,405.00 "
 Dechen Thurman," 2,061,033.00 "
Natasha Gregson Wagner," 2,057,193.00 "
 Amélie Flottat," 2,056,212.00 "
 Anaïs Chetoui," 2,056,212.00 "
 Clara Couste," 2,056,212.00 "
 Dustin Segura-Suarez," 2,056,212.00 "
 Francine Beaur," 2,056,212.00 "
 Guillaume Denaiffe," 2,056,212.00 "
 Michel Delpech," 2,056,212.00 "
 Omar Ben Sellem," 2,056,212.00 "
 Chris Gann," 2,053,469.00 "
 Deborah Geffner," 2,053,469.00 "
 Jeannine Cota," 2,053,469.00 "
 Jessica Makinson," 2,053,469.00 "
 Kayla DiVenere," 2,053,469.00 "
 Sky Elobar," 2,053,469.00 "
 Wendy Vanden Heuvel," 2,053,469.00 "
 Rome Neal," 2,046,433.00 "
 Bo-bae Han," 2,046,061.00 "
 Gyu-su Jeong," 2,046,061.00 "
 Jae-yeong Jeong," 2,046,061.00 "
 Ji-Eun Lim," 2,046,061.00 "
 Jong-su Heo," 2,046,061.00 "
 Ju-bong Gi," 2,046,061.00 "
 Masashi Fujimoto," 2,046,061.00 "
 Se-dong Kim," 2,046,061.00 "
 Yoon-mi Lee," 2,046,061.00 "
 Christina Chong," 2,042,203.00 "
 Consuelo Gómez," 2,040,920.00 "
 Fernando Martínez," 2,040,920.00 "
 Jaime de Hoyos," 2,040,920.00 "
 Jesús López," 2,040,920.00 "
 Luis Baró," 2,040,920.00 "
 Manuel Acosta," 2,040,920.00 "
 Oscar Fabila," 2,040,920.00 "
 Peter Marquardt," 2,040,920.00 "
 Poncho Ramón," 2,040,920.00 "
 Ramiro Gómez," 2,040,920.00 "
 Reinol Martinez," 2,040,920.00 "
 Roberto Martinez," 2,040,920.00 "
 Virgen Delgado," 2,040,920.00 "
 Walter Vargas," 2,040,920.00 "
Carlos Gallardo," 2,040,920.00 "
 Anthony Ruggiero," 2,038,916.00 "
 Brian McElroy," 2,038,916.00 "
 Dana Dee," 2,038,916.00 "
 Frank Acciarito," 2,038,916.00 "
 Robin Burrows," 2,038,916.00 "
 Victoria Bastel," 2,038,916.00 "
 Arthur Bridgers," 2,036,599.00 "
 Jeffrey West," 2,036,599.00 "
 Nicky Olson," 2,036,599.00 "
 Scott Simpson," 2,036,599.00 "
 Tyler Long," 2,036,599.00 "
 Caesar Kobb," 2,033,946.00 "
 Chiqui del Carmen," 2,033,946.00 "
 Jan David G. Nicdao," 2,033,946.00 "
 Joseph Mydell," 2,033,946.00 "
 Marife Necesito," 2,033,946.00 "
 Martin de los Santos," 2,033,946.00 "
 Matthew James Ryder," 2,033,946.00 "
 Natthamonkarn Srinikornchot," 2,033,946.00 "
 Perry Dizon," 2,033,946.00 "
 Piromya Sootrak," 2,033,946.00 "
 Adrian Vancica," 2,029,693.00 "
 Alexandra Davidescu," 2,029,693.00 "
 Emanuel Parvu," 2,029,693.00 "
 Gelu Colceag," 2,029,693.00 "
 Gheorghe Ifrim," 2,029,693.00 "
 Lia Bugnar," 2,029,693.00 "
 Lucian Ifrim," 2,029,693.00 "
 Mãlina Manovici," 2,029,693.00 "
 Orsolya Moldován," 2,029,693.00 "
 Petre Ciubotaru," 2,029,693.00 "
 Rares Andrici," 2,029,693.00 "
 Tudor Smoleanu," 2,029,693.00 "
Adrian Titieni," 2,029,693.00 "
 Alan Randolph Scott," 2,023,808.00 "
 Anthony Portillo," 2,023,808.00 "
 Béatrice Dalle," 2,023,808.00 "
 Emile Abossolo M'bo," 2,023,808.00 "
 Noel Kaufmann," 2,023,808.00 "
 Pascal N'Zonzi," 2,023,808.00 "
 Stéphane Boucher," 2,023,808.00 "
Gena Rowlands," 2,023,808.00 "
 Barbara Pieters," 2,023,414.00 "
 Bruce Abbott," 2,023,414.00 "
 Bunny Summers," 2,023,414.00 "
 Derek Pendleton," 2,023,414.00 "
 Gene Scherer," 2,023,414.00 "
 Ian Patrick Williams," 2,023,414.00 "
 James Ellis," 2,023,414.00 "
 Peter Kent," 2,023,414.00 "
 Robert Sampson," 2,023,414.00 "
Jeffrey Combs," 2,023,414.00 "
 Laura Aikman," 2,021,348.00 "
 Anthony A. Flamminio," 2,008,649.00 "
 Leah Gardiner," 2,008,649.00 "
 Maliq Johnson," 2,008,649.00 "
 Paulina García," 2,008,649.00 "
Theo Taplitz," 2,008,649.00 "
 David Chung," 2,007,100.00 "
 Johanna ter Steege," 2,007,100.00 "
 Pamela Rabe," 2,007,100.00 "
 Penne Hackforth-Jones," 2,007,100.00 "
 Wendy Hughes," 2,007,100.00 "
 Ashaa Siewkumar," 2,006,391.00 "
 Kerry Li," 2,006,391.00 "
 Mick Jagger," 2,006,391.00 "
 Fannie Flagg," 2,005,840.00 "
 Sandra Seacat," 2,005,840.00 "
 Christopher Severio," 2,000,620.00 "
 Ethan Waller," 2,000,620.00 "
 Grant Cook," 2,000,620.00 "
 Mark Dobies," 2,000,620.00 "
 Todd Julian," 2,000,620.00 "
Neal McDonough," 2,000,620.00 "
 James McCaffrey," 1,999,712.00 "
Daryl Hannah," 1,979,750.00 "
Jeremy Davies," 1,965,610.00 "
 Eric Barry," 1,961,544.00 "
 Erika Auchterlonie," 1,961,544.00 "
 Zenzele Uzoma," 1,961,544.00 "
 Cassie Silva," 1,955,933.00 "
 Jillian Berard," 1,955,933.00 "
 Melissa Arnold," 1,955,933.00 "
 Mo Gaffney," 1,955,933.00 "
 Scarlett Pomers," 1,955,933.00 "
 Tiffany Takara," 1,955,933.00 "
Jeremy Northam," 1,955,933.00 "
 Ralph Rodriguez," 1,954,134.00 "
 Adel Hammoud," 1,953,732.00 "
 Barbara Duncan," 1,953,732.00 "
 Gloria Lee," 1,953,732.00 "
 John Wardlow," 1,953,732.00 "
 Keith Wardlow," 1,953,732.00 "
 Martin Doyle," 1,953,732.00 "
 Mike Muscat," 1,953,732.00 "
 Tony Montanaro," 1,953,732.00 "
 Barlow Jacobs," 1,951,683.00 "
 Carlos Bermudez," 1,951,683.00 "
 Dagger Salazar," 1,951,683.00 "
 Daniel Escudero," 1,951,683.00 "
 Kesha," 1,951,683.00 "
 Kimberly Fiddes," 1,951,683.00 "
 Liz Cardenas," 1,951,683.00 "
 McColm Cephas Jr.," 1,951,683.00 "
 Richard Krause," 1,951,683.00 "
 Sonia Acevedo," 1,951,683.00 "
 Yasmina Gutierrez," 1,951,683.00 "
 Jonathon Trent," 1,947,556.00 "
 Mahabanoo Mody-Kotwal," 1,946,848.00 "
 Dennis Lafond," 1,946,254.00 "
 Jason Cavalier," 1,946,254.00 "
 Job Daniel," 1,946,254.00 "
 Jocelyne Zucco," 1,946,254.00 "
 Kwasi Songui," 1,946,254.00 "
 Patrick Kerton," 1,946,254.00 "
 Christian Juttner," 1,944,682.00 "
 Claude Earl Jones," 1,944,682.00 "
 James Houghton," 1,944,682.00 "
 Michael Hewitson," 1,944,682.00 "
 Read Morgan," 1,944,682.00 "
 Susan Kendall Newman," 1,944,682.00 "
 Vito Carenzo," 1,944,682.00 "
Nancy Allen," 1,944,682.00 "
 Caitlin Keats," 1,944,150.00 "
 Roy Thinnes," 1,944,150.00 "
 AJ Diana," 1,938,783.00 "
 Ana Valle," 1,938,783.00 "
 Bruce Colbert," 1,938,783.00 "
 DJ Flava," 1,938,783.00 "
 Flint Beverage," 1,938,783.00 "
 Jeffrey Goldenberg," 1,938,783.00 "
 Joseph A. Bove," 1,938,783.00 "
 Matthew-Lee Erlbach," 1,938,783.00 "
 Meggan Lennon," 1,938,783.00 "
 Paul Mezey," 1,938,783.00 "
 Rupert Reid," 1,938,783.00 "
 Katie Boland," 1,937,996.00 "
 Roxane Mesquida," 1,933,306.00 "
 Mel Gorham," 1,928,225.00 "
 Frankie Dellarosa," 1,919,497.00 "
 Anthony Barrile," 1,918,497.00 "
 Anthony Vitale," 1,918,497.00 "
 Craig Chester," 1,918,497.00 "
Nick Scotti," 1,918,497.00 "
 George Zlatarev," 1,917,776.00 "
 David A. Dunham," 1,914,166.00 "
 David Moretti," 1,914,166.00 "
 Jeffrey Auerbach," 1,914,166.00 "
 Nick Noble," 1,914,166.00 "
 Wes Johnson," 1,914,166.00 "
Tracey Ullman," 1,914,166.00 "
 Ange'le Perez," 1,914,090.00 "
 Anne Marie Nestor," 1,914,090.00 "
 Frank Jones Jr.," 1,914,090.00 "
 Joseph Bonamico," 1,914,090.00 "
 LeJon Woods," 1,914,090.00 "
 Lindsay Heath," 1,914,090.00 "
 Maryanne Nagel," 1,914,090.00 "
 Nini Hadjis," 1,914,090.00 "
 Rik Swartzwelder," 1,914,090.00 "
 Stephen R. Campanella," 1,914,090.00 "
 Todd McCune," 1,914,090.00 "
 Tyler Hollinger," 1,914,090.00 "
 William K. Baker," 1,914,090.00 "
Elizabeth Roberts," 1,914,090.00 "
 Michael Cambridge," 1,911,542.00 "
 Mick Cunningham," 1,911,542.00 "
 Adriana Domínguez," 1,910,546.00 "
 Jim Sheridan," 1,910,546.00 "
 Bianca Brunson," 1,891,936.00 "
 Jodie Lynne McClintock," 1,891,936.00 "
 Katie Hayek," 1,891,936.00 "
 Kim Blair," 1,891,936.00 "
 Marianne Bonner," 1,891,936.00 "
 Meghan Sabia," 1,891,936.00 "
 Taylor Steel," 1,891,936.00 "
Carla Gugino," 1,891,936.00 "
 Billy Kane," 1,884,011.00 "
Steve Buscemi," 1,883,110.00 "
 Douglas Banks," 1,882,074.00 "
 Harley Morenstein," 1,882,074.00 "
 Harley Quinn Smith," 1,882,074.00 "
 Lily-Rose Depp," 1,882,074.00 "
 Matthew Shively," 1,882,074.00 "
Michael Parks," 1,882,074.00 "
 Arturo Goetz," 1,880,056.00 "
 Winter Ave Zoli," 1,877,513.00 "
 Alexa Nikolas," 1,874,460.00 "
 Deborah Aquila," 1,874,460.00 "
 Joey Figueroa," 1,874,460.00 "
 Ronnie Connell," 1,874,460.00 "
 Andrew Townsley," 1,873,482.00 "
 Colin McAllister," 1,873,482.00 "
 Coral Preston," 1,873,482.00 "
 Julia Davis," 1,873,482.00 "
 Lisa McKinlay," 1,873,482.00 "
 Lorraine McIntosh," 1,873,482.00 "
 Owen Gorman," 1,873,482.00 "
 Robert McIntosh," 1,873,482.00 "
 Susan Vidler," 1,873,482.00 "
Jamie Sives," 1,873,482.00 "
 Cyd Charisse," 1,864,182.00 "
 Douglas Fowley," 1,864,182.00 "
 Jean Hagen," 1,864,182.00 "
 Millard Mitchell," 1,864,182.00 "
 Bobby Soto," 1,863,506.00 "
 Dolores Heredia," 1,863,506.00 "
 Eddie 'Piolin' Sotelo," 1,863,506.00 "
 Isabella Rae Thomas," 1,863,506.00 "
 José Julián," 1,863,506.00 "
 Trampas Thompson," 1,863,506.00 "
 Valorie Hubbard," 1,863,506.00 "
 Robert Hogan," 1,860,196.00 "
 Rebekah Brandes," 1,848,316.00 "
 Anthony F. Peragine," 1,846,059.00 "
 B. Constance Barry," 1,846,059.00 "
 Bob Gerardi," 1,846,059.00 "
 Brad Silnutzer," 1,846,059.00 "
 Frank Rivers," 1,846,059.00 "
 Michelle Carano," 1,846,059.00 "
 Tatiana Burgos," 1,846,059.00 "
 Tony Michael Donnelly," 1,846,059.00 "
 Walter Masterson," 1,846,059.00 "
 Charles Laughton," 1,844,789.00 "
 Harold J. Stone," 1,844,789.00 "
 Joanna Barnes," 1,844,789.00 "
 John Dall," 1,844,789.00 "
 John Ireland," 1,844,789.00 "
 Woody Strode," 1,844,789.00 "
 Debbie DeLisi," 1,843,537.00 "
 Karen Landry," 1,843,537.00 "
 Kirsten Frantzich," 1,843,537.00 "
 Sage Kermes," 1,843,537.00 "
 Stephen Pelinski," 1,843,537.00 "
 Stephen Yoakam," 1,843,537.00 "
Elizabeth Reaser," 1,843,537.00 "
 Nekhebet Kum Juch," 1,843,332.00 "
 Aaron Printup," 1,832,541.00 "
 Chelsea Ricketts," 1,832,541.00 "
 Cindy Lentol," 1,832,541.00 "
 Crystal Allen," 1,832,541.00 "
 Dennis Ambriz," 1,832,541.00 "
 Kachina Dechert," 1,832,541.00 "
 Kelby Turner Akin," 1,832,541.00 "
 Matthew Eriksen," 1,832,541.00 "
 Robert Coffie," 1,832,541.00 "
 Tyler Hill," 1,832,541.00 "
Gil Birmingham," 1,832,541.00 "
 Amira Casar," 1,831,577.00 "
 Caroline Ducey," 1,831,577.00 "
 Claude Sarraute," 1,831,577.00 "
 Fu'ad Aït Aattou," 1,831,577.00 "
 Isabelle Renauld," 1,831,577.00 "
 Jean-Philippe Tesse," 1,831,577.00 "
 Lio," 1,831,577.00 "
 Sarah Pratt," 1,831,577.00 "
 Clémentine Baert," 1,831,348.00 "
 Crystal Shepherd-Cross," 1,831,348.00 "
 David Benito," 1,831,348.00 "
 Isabelle Van Waes," 1,831,348.00 "
 Jerome Causse," 1,831,348.00 "
 Marco Lorenzini," 1,831,348.00 "
 Max Hayter," 1,831,348.00 "
 Robert Dauney," 1,831,348.00 "
 Adèle Leprêtre," 1,830,863.00 "
 Arthur Tos," 1,830,863.00 "
 Clovis Fouin," 1,830,863.00 "
 David Moreau," 1,830,863.00 "
 Julien Féret," 1,830,863.00 "
 Lisa Féret," 1,830,863.00 "
 Mona Heftre," 1,830,863.00 "
 Océane Jubert," 1,830,863.00 "
 Salomé Stévenin," 1,830,863.00 "
 Valentine Duval," 1,830,863.00 "
Marie Féret," 1,830,863.00 "
 Alan Stock," 1,829,804.00 "
 Charley Hayward," 1,829,804.00 "
 E.J. Moore," 1,829,804.00 "
 J.B. Quon," 1,829,804.00 "
 Jeanne Sakata," 1,829,804.00 "
 Mary Gordon Murray," 1,829,804.00 "
 Michael Goldner," 1,829,804.00 "
 Tony Ervolina," 1,829,804.00 "
Sara Gilbert," 1,829,804.00 "
 Albert C. Bates," 1,828,232.00 "
 Alex Aristidis," 1,828,232.00 "
 Carl Palmer," 1,828,232.00 "
 Jonathan Tabler," 1,828,232.00 "
 Luke Sexton," 1,828,232.00 "
 Richard Holden," 1,828,232.00 "
 Ashley Aufderheide," 1,824,678.00 "
 Beth Dixon," 1,824,678.00 "
 Chris Papavasiliou," 1,824,678.00 "
 Georgia Lyman," 1,824,678.00 "
 Imogene Wolodarsky," 1,824,678.00 "
 Liam McNeill," 1,824,678.00 "
 Manoah Angelo," 1,824,678.00 "
 Muriel Gould," 1,824,678.00 "
 Patrick Shea," 1,824,678.00 "
 Paul Elias," 1,824,678.00 "
 Tod Randolph," 1,824,678.00 "
 Alan H. Braunstein," 1,817,720.00 "
 Elisha Cook Jr.," 1,817,720.00 "
 John Lehne," 1,817,720.00 "
 Tina Andrews," 1,817,720.00 "
 Gabriel Olds," 1,809,498.00 "
 Horacio Cerutti," 1,806,548.00 "
 Jeffrey Vincent Parise," 1,806,548.00 "
 Alli McCann," 1,803,412.00 "
 Christen Mooney," 1,803,412.00 "
 Clair Funchion," 1,803,412.00 "
 Conor O'Halloran," 1,803,412.00 "
 Gaelle Hersent," 1,803,412.00 "
 Liam Hourican," 1,803,412.00 "
 Marie Thorhauge," 1,803,412.00 "
 Mick Lally," 1,803,412.00 "
 Nora Twomey," 1,803,412.00 "
 Paul Tylak," 1,803,412.00 "
 Paul Young," 1,803,412.00 "
 Sean Lennon," 1,803,412.00 "
Evan McGuire," 1,803,412.00 "
 Arthur Holden," 1,797,256.00 "
 Barbara Alexander," 1,797,256.00 "
 Donny Falsetti," 1,797,256.00 "
 Jolene Blalock," 1,797,256.00 "
 Jesse Bennett," 1,794,086.00 "
 Monica Moench," 1,794,086.00 "
 Nicole Arlyn," 1,794,086.00 "
 Ashley Cox," 1,791,147.00 "
 Curt Ayers," 1,791,147.00 "
 Dan Haggerty," 1,791,147.00 "
 Lillian Müller," 1,791,147.00 "
 Ron Trice," 1,791,147.00 "
 Sloan Roberts," 1,791,147.00 "
 Steve Jones," 1,791,147.00 "
Harry Hamlin," 1,791,147.00 "
 Alison Barry," 1,787,413.00 "
 Brendan McCormack," 1,787,413.00 "
 Conor Power," 1,787,413.00 "
 Dervla Kirwan," 1,787,413.00 "
 Gemma Reeves," 1,787,413.00 "
 Marion O'Dwyer," 1,787,413.00 "
 Mary O'Shea," 1,787,413.00 "
 Norma Sheahan," 1,787,413.00 "
 Olwyn Hanley," 1,787,413.00 "
 Gennadi Vengerov," 1,784,286.00 "
 Martina Jagodkina," 1,784,286.00 "
 Oksana Korostyshevskaya," 1,784,286.00 "
 Romuald Makarenko," 1,784,286.00 "
 Sarah Ann Schultz," 1,784,286.00 "
 Eddie Alderson," 1,783,226.00 "
 Gary Kohn," 1,783,226.00 "
 Nora Ferrari," 1,783,226.00 "
 Samuel Ryan Finn," 1,783,226.00 "
 Sean Curley," 1,783,226.00 "
 Susan Powell," 1,783,226.00 "
 Maya Stange," 1,782,795.00 "
 Briac Barthélémy," 1,781,465.00 "
 Daniel Emilfork," 1,781,465.00 "
 Geneviève Brunet," 1,781,465.00 "
 Jean-Claude Dreyfus," 1,781,465.00 "
 Joseph Lucien," 1,781,465.00 "
 Judith Vittet," 1,781,465.00 "
 Mireille Mossé," 1,781,465.00 "
 Odile Mallet," 1,781,465.00 "
 Pierre-Quentin Faesch," 1,781,465.00 "
 Jack Drummond," 1,777,776.00 "
 Abby Wait," 1,775,133.00 "
 Austin Lyon," 1,775,133.00 "
 Carson Mell," 1,775,133.00 "
 Charles Lewis III," 1,775,133.00 "
 Davy Clements," 1,775,133.00 "
 John Parsons," 1,775,133.00 "
 Madeleine Waters," 1,775,133.00 "
 Quinn Nagle," 1,775,133.00 "
 Susannah Rogers," 1,775,133.00 "
 Willie," 1,775,133.00 "
Bel Powley," 1,775,133.00 "
 Maddie Hasson," 1,767,963.00 "
 Michael Rinne," 1,767,963.00 "
 Richard Jackson," 1,767,963.00 "
 Todd Barnett," 1,767,963.00 "
 Wesley Robert Langlois," 1,767,963.00 "
 Wrenn Schmidt," 1,767,963.00 "
 Lionel Newton," 1,764,225.00 "
 Brenda Denmark," 1,764,110.00 "
 Rob Steinberg," 1,759,340.00 "
 Joel K. Berger," 1,758,389.00 "
 George Planco," 1,752,634.00 "
 Geraldine Baron," 1,752,634.00 "
 Jay Fletcher," 1,752,634.00 "
 Katherine Pass," 1,752,634.00 "
 Lisa Eichhorn," 1,752,634.00 "
 Patricia Donahue," 1,752,634.00 "
 James Peter 'JP' O'Fallon Jr.," 1,740,156.00 "
 Jay Della," 1,740,156.00 "
 Nathan Dana Aldrich," 1,740,156.00 "
 Nicholas Huttloff," 1,740,156.00 "
 Trent Bross," 1,740,156.00 "
Mark Watson," 1,740,156.00 "
 Arata Iura," 1,736,587.00 "
 Daya Shankar Pandey," 1,724,806.00 "
 Gracy Singh," 1,724,806.00 "
 Javed Khan," 1,724,806.00 "
 Kulbhushan Kharbanda," 1,724,806.00 "
 Rachel Shelley," 1,724,806.00 "
 Raghuvir Yadav," 1,724,806.00 "
 Rajesh Vivek," 1,724,806.00 "
 Shri Vallabh Vyas," 1,724,806.00 "
 Suhasini Mulay," 1,724,806.00 "
 Yashpal Sharma," 1,724,806.00 "
 Steven Elder," 1,723,535.00 "
 Nichole Hiltz," 1,715,814.00 "
Lukas Haas," 1,711,280.00 "
 Treva Jeffryes," 1,708,873.00 "
 Olivia Crocicchia," 1,705,908.00 "
 Travis Tope," 1,705,908.00 "
 Agustín Silva," 1,705,609.00 "
 Alejandro Goic," 1,705,609.00 "
 Andreína Olivarí," 1,705,609.00 "
 Anita Reeves," 1,705,609.00 "
 Claudia Celedón," 1,705,609.00 "
 Delfina Guzmán," 1,705,609.00 "
 Gloria Canales," 1,705,609.00 "
 Juan Pablo Larenas," 1,705,609.00 "
 Luis Wigdorsky," 1,705,609.00 "
 Mariana Loyola," 1,705,609.00 "
 Mercedes Villanueva," 1,705,609.00 "
 Sebastián La Rivera," 1,705,609.00 "
Catalina Saavedra," 1,705,609.00 "
 Angelo Bertolini," 1,705,139.00 "
 Jack Andreozzi," 1,705,139.00 "
 Joelle Jacobi," 1,705,139.00 "
 Renata Vanni," 1,705,139.00 "
 Rita Zohar," 1,705,139.00 "
 Claire Rankin," 1,702,394.00 "
 Erica Fairfield," 1,702,394.00 "
 Jefferson Mappin," 1,702,394.00 "
 Kevin Lund," 1,702,394.00 "
 Lisa Inouye," 1,702,394.00 "
 Michael Dunston," 1,702,394.00 "
 Sharolyn Sparrow," 1,702,394.00 "
 David Agresta," 1,700,000.00 "
 John Dye," 1,700,000.00 "
 Ken Nagayama," 1,700,000.00 "
 Master Hee Il Cho," 1,700,000.00 "
 Phillip Rhee," 1,700,000.00 "
 Ethan Peck," 1,691,481.00 "
 Jay Rodan," 1,684,921.00 "
 Alex Boling," 1,677,967.00 "
 Morgan Star," 1,677,967.00 "
 Nicole Layson," 1,677,967.00 "
 Tony Armatrading," 1,677,967.00 "
 Julia Ryder Perce," 1,677,131.00 "
 Sonny Seiler," 1,677,131.00 "
 Troy Byer," 1,677,131.00 "
 Walter Hartridge," 1,677,131.00 "
 Adam Fleming," 1,675,706.00 "
 Andrew Keenan-Bolger," 1,675,706.00 "
 Billy Griffith," 1,675,706.00 "
 Myron Primes," 1,675,706.00 "
 Nashawn Kearse," 1,675,706.00 "
Lisa Kudrow," 1,675,706.00 "
 Heather Roop," 1,675,381.00 "
 James C. Victor," 1,675,381.00 "
 John O'Neil," 1,675,381.00 "
 John Showalter," 1,675,381.00 "
 Morgan Roberts," 1,675,381.00 "
Anne Heche," 1,675,381.00 "
 Arthur Cartwright," 1,671,196.00 "
 Carolyn Clifford-Taylor," 1,671,196.00 "
 Erin Nicole," 1,671,196.00 "
 Nicholas Yu," 1,671,196.00 "
 Dadi Pinero," 1,666,028.00 "
 Graciella Ortiz," 1,666,028.00 "
 Iris Little Thomas," 1,666,028.00 "
 J.P. Linton," 1,666,028.00 "
 Santiago Douglas," 1,666,028.00 "
 Shannon Walker Williams," 1,666,028.00 "
 Víctor Sierra," 1,666,028.00 "
Michelle Rodriguez," 1,666,028.00 "
 Stewart Steinberg," 1,659,002.00 "
 Tom Morrissey," 1,659,002.00 "
 Veronica Ferres," 1,659,002.00 "
 Birthe Neumann," 1,657,778.00 "
 Bjarne Henriksen," 1,657,778.00 "
 Gbatokai Dakinah," 1,657,778.00 "
 Helle Dolleris," 1,657,778.00 "
 Henning Moritzen," 1,657,778.00 "
 Klaus Bondam," 1,657,778.00 "
 Lars Brygmann," 1,657,778.00 "
 Lasse Lunderskov," 1,657,778.00 "
 Lene Laub Oksen," 1,657,778.00 "
 Linda Laursen," 1,657,778.00 "
 Paprika Steen," 1,657,778.00 "
 Therese Glahn," 1,657,778.00 "
 Trine Dyrholm," 1,657,778.00 "
Ulrich Thomsen," 1,657,778.00 "
 Adam Chambers," 1,657,729.00 "
 Alan Gorg," 1,657,729.00 "
 Alynia Phillips," 1,657,729.00 "
 Brian La Rosa," 1,657,729.00 "
 Cristin Michele," 1,657,729.00 "
 Jason Brandt," 1,657,729.00 "
 Johanna Black," 1,657,729.00 "
 Joshua DesRoches," 1,657,729.00 "
 Ken Ward," 1,657,729.00 "
 Max E. Williams," 1,657,729.00 "
 Robert DiTillio," 1,657,729.00 "
Brianna Brown," 1,657,729.00 "
 Akshay Kumar," 1,656,433.00 "
 Ann Marie Seall," 1,656,433.00 "
 Edward Lovebane," 1,656,433.00 "
 Joel Ney," 1,656,433.00 "
 Matt Brandstein," 1,656,433.00 "
 Michael DeBarge," 1,656,433.00 "
 Ragini Parmar," 1,656,433.00 "
 Rajat Bedi," 1,656,433.00 "
 Salim Khan Ding-Dong," 1,656,433.00 "
 Soni Razdan," 1,656,433.00 "
 Steven Baker," 1,656,433.00 "
 Tom DiNardo," 1,656,433.00 "
Salman Khan," 1,656,433.00 "
 Aapo Pukk," 1,647,416.00 "
 Deepak Dadhwal," 1,647,416.00 "
 Kaizaad Kotwal," 1,647,416.00 "
 Kranti Redkar," 1,647,416.00 "
 Mark Bennington," 1,647,416.00 "
 Pravishi Das," 1,647,416.00 "
 Priya Darshini," 1,647,416.00 "
 Tillotama Shome," 1,647,416.00 "
 Vijay Maurya," 1,647,416.00 "
 Vivek Gomber," 1,647,416.00 "
Juliet Stevenson," 1,647,416.00 "
 Asia Vieira," 1,644,653.00 "
 Erik Smith," 1,644,653.00 "
 Harris Allan," 1,644,653.00 "
 Jeff J.J. Authors," 1,644,653.00 "
 Lisa Merchant," 1,644,653.00 "
 Quancetia Hamilton," 1,644,653.00 "
Andrew Chalmers," 1,644,653.00 "
 Cris Campion," 1,641,825.00 "
 Emilio Fernandez," 1,641,825.00 "
 Jacques Maury," 1,641,825.00 "
 José Santamaría," 1,641,825.00 "
 Luc Jamati," 1,641,825.00 "
 Olu Jacobs," 1,641,825.00 "
 Richard Dieux," 1,641,825.00 "
 Robert Dorning," 1,641,825.00 "
 Wladyslaw Komar," 1,641,825.00 "
 Beatriz Batarda," 1,635,056.00 "
 Borja Galban-Fear," 1,635,056.00 "
 Dan Antopolski," 1,635,056.00 "
 David Lawrence," 1,635,056.00 "
 Geffen Strummer Kaye," 1,635,056.00 "
 Mike Wilmot," 1,635,056.00 "
 Monica Maja," 1,635,056.00 "
 Paul Spence," 1,635,056.00 "
 Pete Tong," 1,635,056.00 "
 Ron Lloy Hugh Elliston," 1,635,056.00 "
 Steve Oram," 1,635,056.00 "
Paul Kaye," 1,635,056.00 "
 Douglas Sebern," 1,613,215.00 "
 Charley Broderick," 1,612,259.00 "
 Jurian Hughes," 1,612,259.00 "
 Sheila Stasack," 1,612,259.00 "
David Caruso," 1,612,259.00 "
 Dan Robbertse," 1,609,042.00 "
 Rick Macy," 1,602,788.00 "
 Tayva Patch," 1,602,788.00 "
 Duel Farnes," 1,599,804.00 "
 Josh Barker," 1,599,804.00 "
 Brian Adam DeJesus," 1,595,417.00 "
 Jahmir Duran-Abreau," 1,595,417.00 "
 Lisa Joyce," 1,595,417.00 "
Ben Foster," 1,595,417.00 "
 Agnes Moorehead," 1,594,107.00 "
 Dorothy Comingore," 1,594,107.00 "
 Erskine Sanford," 1,594,107.00 "
 Everett Sloane," 1,594,107.00 "
 Fortunio Bonanova," 1,594,107.00 "
 Georgia Backus," 1,594,107.00 "
 Gus Schilling," 1,594,107.00 "
 Harry Shannon," 1,594,107.00 "
 Philip Van Zandt," 1,594,107.00 "
 Ruth Warrick," 1,594,107.00 "
 William Alland," 1,594,107.00 "
Joseph Cotten," 1,594,107.00 "
 Aomawa Baker," 1,591,523.00 "
 Mary Pat Dowhy," 1,591,523.00 "
Elpidia Carrillo," 1,591,523.00 "
 Makram Khoury," 1,590,133.00 "
 Ron Pritchard," 1,585,583.00 "
 Rusty Meyers," 1,585,558.00 "
 Allison Holker," 1,583,687.00 "
 BoA," 1,583,687.00 "
 Mary Ashton," 1,583,687.00 "
 Michael Mando," 1,583,687.00 "
 Rusko," 1,583,687.00 "
 Satori Xai Lorenzo," 1,583,687.00 "
 Tiffany Daniels," 1,583,687.00 "
