actors,worlwide_gross_income
 Claudia Church," 2,801,508.00 "
 Diva Tyler," 2,801,508.00 "
 Gina Stewart," 2,801,508.00 "
 Matt Lowe," 2,801,508.00 "
 Sydelle Noel," 2,801,508.00 "
Elle Graham," 2,801,508.00 "
 Andrew Shannon," 2,783,970.00 "
 Ben Kientz," 2,783,970.00 "
 Bridgette Cameron," 2,783,970.00 "
 Cameron Ridenour," 2,783,970.00 "
 Clarissa Shannon," 2,783,970.00 "
 Darren Doane," 2,783,970.00 "
 David Shannon," 2,783,970.00 "
 Everett Ridenour," 2,783,970.00 "
 Jacob Wilson," 2,783,970.00 "
 Jaidyn Wilson," 2,783,970.00 "
 Lydia Shannon," 2,783,970.00 "
 Raphi Henley," 2,783,970.00 "
 Reese Ridenour," 2,783,970.00 "
 Sharron Shannon," 2,783,970.00 "
 Amélie Daure," 2,783,535.00 "
 Aurélien Wiik," 2,783,535.00 "
 Christine Culerier," 2,783,535.00 "
 David Saracino," 2,783,535.00 "
 Estelle Lefébure," 2,783,535.00 "
 Jean-Pierre Jorris," 2,783,535.00 "
 Maud Forget," 2,783,535.00 "
 Patrick Ligardes," 2,783,535.00 "
 Rosine Favey," 2,783,535.00 "
 Stéphane Jacquot," 2,783,535.00 "
Karina Testa," 2,783,535.00 "
 Stella Keitel," 2,783,182.00 "
 Christian Jacobs," 2,777,280.00 "
 Joe Gosha," 2,777,280.00 "
 Le Tuan," 2,777,280.00 "
 Min Luong," 2,777,280.00 "
 Tommy Guerrero," 2,777,280.00 "
 Barry Kelley," 2,757,256.00 "
 Douglas Henderson," 2,757,256.00 "
 Khigh Dhiegh," 2,757,256.00 "
 Laurence Harvey," 2,757,256.00 "
 Leslie Parrish," 2,757,256.00 "
 Lloyd Corrigan," 2,757,256.00 "
 Madame Spivy," 2,757,256.00 "
Frank Sinatra," 2,757,256.00 "
 Steven Hartley," 2,756,053.00 "
 Beom-su Lee," 2,749,918.00 "
 Cheol-min Park," 2,749,918.00 "
 Geum-Seong Kil," 2,749,918.00 "
 Go Yoon," 2,749,918.00 "
 Jun-ho Jeong," 2,749,918.00 "
 Kyung Soon Jung," 2,749,918.00 "
 Seon-a Kim," 2,749,918.00 "
 Se-Yeon Jin," 2,749,918.00 "
 Sung-woong Park," 2,749,918.00 "
 Won-jong Lee," 2,749,918.00 "
 Yoshihiro Akiyama," 2,749,918.00 "
Jung-jae Lee," 2,749,918.00 "
 Brent Carver," 2,743,336.00 "
 Charles Aznavour," 2,743,336.00 "
 Christie MacFadyen," 2,743,336.00 "
 Dawn Roach," 2,743,336.00 "
 Garen Boyajian," 2,743,336.00 "
 Lousnak Abdalian," 2,743,336.00 "
 Max Morrow," 2,743,336.00 "
 Setta Keshishian," 2,743,336.00 "
 Shant Srabian," 2,743,336.00 "
Simon Abkarian," 2,743,336.00 "
 Hideaki Sato," 2,725,258.00 "
 Kôichi Satô," 2,725,258.00 "
 Masato Sakai," 2,725,258.00 "
 Renji Ishibashi," 2,725,258.00 "
 Taigi Kobayashi," 2,725,258.00 "
 Takaaki Ishibashi," 2,725,258.00 "
 Yutaka Matsushige," 2,725,258.00 "
Hideaki Itô," 2,725,258.00 "
 Cécile Cassel," 2,724,303.00 "
 Daniel Lundh," 2,724,303.00 "
 Jamie Harding," 2,724,303.00 "
 Maria Papas," 2,724,303.00 "
 Shirel," 2,724,303.00 "
JJ Feild," 2,724,303.00 "
 Fuschia Sumner," 2,713,955.00 "
 Ryan Rottman," 2,713,955.00 "
 Thomas Cocquerel," 2,713,955.00 "
 Tony Taplin," 2,713,955.00 "
 Samantha Buck," 2,712,989.00 "
 DonnaMarie Recco," 2,711,734.00 "
 Diana García," 2,711,379.00 "
 Jesse Stone Spadaccini," 2,711,379.00 "
 Joanna Vanderham," 2,711,379.00 "
 Nadia Gan," 2,711,379.00 "
 Onata Aprile," 2,711,379.00 "
 Paddy Croft," 2,711,379.00 "
 Sadie Rae," 2,711,379.00 "
 James Michael Detmar," 2,710,025.00 "
 Doña Croll," 2,708,864.00 "
 Dean Brewington," 2,708,087.00 "
 Dee Noah," 2,708,087.00 "
 James Noah," 2,708,087.00 "
 Michael Egan," 2,708,087.00 "
 Thomas Lyons," 2,708,087.00 "
 Alistair Begg," 2,707,913.00 "
 Elizabeth Omilami," 2,707,913.00 "
 Cheryl Lynn Bowers," 2,704,951.00 "
 Christopher Neiman," 2,704,951.00 "
 Alex Knight," 2,700,051.00 "
 Brenden Wedner," 2,700,051.00 "
 Chase Williamson," 2,700,051.00 "
 Nancy Jeris," 2,700,051.00 "
 Steven John Brown," 2,700,051.00 "
Dan Stevens," 2,700,051.00 "
 Andrew Halbreich," 2,689,799.00 "
 Frank G. Curcio," 2,689,799.00 "
 Justin Sherburn," 2,689,799.00 "
 Rey Arteaga," 2,689,799.00 "
 Robbie Robertson," 2,686,699.00 "
 Cathy Cahlin Ryan," 2,674,090.00 "
 Cyril Takayama," 2,674,090.00 "
 John Machado," 2,674,090.00 "
 Luciana Souza," 2,674,090.00 "
 Matt Cable," 2,674,090.00 "
 Ricardo Wilke," 2,674,090.00 "
 Scott Barry," 2,674,090.00 "
Max Martini," 2,674,090.00 "
 Cheryl Swarts," 2,664,812.00 "
 John Stoneham Jr.," 2,664,812.00 "
 Judah Katz," 2,664,812.00 "
 Yolande Julian," 2,664,812.00 "
 Esti Ginzburg," 2,648,195.00 "
 Maxx Brawer," 2,648,195.00 "
Chace Crawford," 2,648,195.00 "
 Howard Jerome," 2,641,357.00 "
 John Friesen," 2,641,357.00 "
 Monique Mercure," 2,641,357.00 "
 Anthony Anselmi," 2,637,726.00 "
 Desean Terry," 2,637,726.00 "
 Fawn Perez," 2,637,726.00 "
 Francine Riber," 2,637,726.00 "
 Jacque Gray," 2,637,726.00 "
 Jeffrey Scott Kelly," 2,637,726.00 "
 John Pentecost," 2,637,726.00 "
 Kelli Coleman," 2,637,726.00 "
 Luis Robledo," 2,637,726.00 "
 Lynne Carr," 2,637,726.00 "
 Pete Jackson," 2,637,726.00 "
 Richard Dutcher," 2,637,726.00 "
 Seamus Hurley," 2,637,726.00 "
Matthew A. Brown," 2,637,726.00 "
 Frankie Perrone," 2,636,637.00 "
 Nicholas A. Puccio," 2,636,637.00 "
 Richard DeDomenico," 2,636,637.00 "
 Salvatore Paul Piro," 2,636,637.00 "
 Boo Jackson," 2,635,305.00 "
 John Thompson," 2,635,305.00 "
 Sue Johnston," 2,635,305.00 "
 Aaron Colom," 2,631,275.00 "
 Brian Ames," 2,631,275.00 "
 Dan Hunter," 2,631,275.00 "
 Devra Korwin," 2,631,275.00 "
 Eli Dupont," 2,631,275.00 "
 Genevieve Alexandra," 2,631,275.00 "
 Joshua Delagarza," 2,631,275.00 "
 Luis Fernandez-Gil," 2,631,275.00 "
 Megan Duffy," 2,631,275.00 "
Nora Arnezeder," 2,631,275.00 "
 Gianni Franco," 2,624,761.00 "
 Katy Louise Saunders," 2,624,761.00 "
 Marius Bizau," 2,624,761.00 "
 Michele Melega," 2,624,761.00 "
 Oliver Crouch," 2,624,761.00 "
 Valentina Gaia," 2,624,761.00 "
 Adrian Pintea," 2,624,759.00 "
 Alexandra Pirici," 2,624,759.00 "
 Andrei Gheorghe," 2,624,759.00 "
 Cristian Balint," 2,624,759.00 "
 Florin Piersic Jr.," 2,624,759.00 "
 Mircea Albulescu," 2,624,759.00 "
 Theodor Danetti," 2,624,759.00 "
 Alexis Conran," 2,622,015.00 "
 Chuck Ellsworth," 2,622,015.00 "
 Crispin Layfield," 2,622,015.00 "
 Jonathan Hartman," 2,622,015.00 "
 Max Casali," 2,622,015.00 "
Matthew Davis," 2,622,015.00 "
 Bruno Tuchszer," 2,610,794.00 "
 Dominique Besnehard," 2,610,794.00 "
 Fantine Harduin," 2,610,794.00 "
 Franz Rogowski," 2,610,794.00 "
 Hille Perl," 2,610,794.00 "
 Jean-Louis Trintignant," 2,610,794.00 "
 Joud Geistlich," 2,610,794.00 "
 Laura Verlinden," 2,610,794.00 "
 Nabiha Akkari," 2,610,794.00 "
 Philippe du Janerand," 2,610,794.00 "
 Drew Sykes," 2,595,622.00 "
 Jeffrey Grover," 2,595,622.00 "
 Ricardo Campos," 2,595,622.00 "
 Roy Kenny," 2,595,622.00 "
 Timothy Holmes," 2,595,622.00 "
Patrick Davidson," 2,595,622.00 "
 Brandt Wille," 2,595,216.00 "
 Danielle Rene," 2,595,216.00 "
 Katie Donahue," 2,595,216.00 "
 Katrina Phillips," 2,595,216.00 "
 Abra," 2,584,988.00 "
 Cody Christian," 2,584,988.00 "
 Danny Ramirez," 2,584,988.00 "
 Hari Nef," 2,584,988.00 "
Odessa Young," 2,584,988.00 "
 Frank Harper," 2,572,403.00 "
 Julian Barratt," 2,572,403.00 "
 Peter McNamara," 2,572,403.00 "
 Ram John Holder," 2,572,403.00 "
 Raymond Waring," 2,572,403.00 "
James Nesbitt," 2,572,403.00 "
 Karl Geary," 2,569,205.00 "
 Andrew Neil," 2,561,820.00 "
 Arnold Brown," 2,561,820.00 "
 Ian Hanmore," 2,561,820.00 "
 Jack McElhone," 2,561,820.00 "
 Meg Fraser," 2,561,820.00 "
 Pauline Turner," 2,561,820.00 "
 Alanna Bale," 2,561,436.00 "
 Carrie Nygren," 2,554,476.00 "
 Janet Julian," 2,554,476.00 "
 Anne Looby," 2,551,307.00 "
 Antoinette Engel," 2,551,307.00 "
 Antonio Fisher," 2,551,307.00 "
 Charles Tertiens," 2,551,307.00 "
 Cindy Mkaza," 2,551,307.00 "
 David Dennis," 2,551,307.00 "
 David Ritchie," 2,551,307.00 "
 Fiona Press," 2,551,307.00 "
 Isabella De Villiers," 2,551,307.00 "
 Jessica Haines," 2,551,307.00 "
 Liezel De Kock," 2,551,307.00 "
 Natalie Becker," 2,551,307.00 "
 Xuejian Li," 2,546,726.00 "
 Wayne Brennan," 2,544,668.00 "
 Charles Kaleina," 2,536,242.00 "
 Diahnne Abbott," 2,536,242.00 "
 Doc Lawless," 2,536,242.00 "
 Jerry Lewis," 2,536,242.00 "
 Katherine Wallach," 2,536,242.00 "
 Loretta Tupper," 2,536,242.00 "
 Lou Brown," 2,536,242.00 "
 Peter Potulski," 2,536,242.00 "
 Richard Baratz," 2,536,242.00 "
 Vinnie Gonzales," 2,536,242.00 "
 Whitey Ryan," 2,536,242.00 "
 JoBe Cerny," 2,534,372.00 "
 Lucina Paquet," 2,534,372.00 "
 Polly Noonan," 2,534,372.00 "
 Preston Maybank," 2,534,372.00 "
 Quincy Wong," 2,534,372.00 "
 Sally Kao," 2,534,372.00 "
 Teri Cotruzzola," 2,534,372.00 "
Chelcie Ross," 2,534,372.00 "
 Meredith Giangrande," 2,530,394.00 "
 Tyler Spindel," 2,530,394.00 "
Nick Swardson," 2,530,394.00 "
 Alicia Sixtos," 2,522,787.00 "
 Araceli Guzman-Rico," 2,522,787.00 "
 Carmen Aguirre," 2,522,787.00 "
 Germán Campos," 2,522,787.00 "
 Hector Quevedo," 2,522,787.00 "
 J.R. Cruz," 2,522,787.00 "
 Johnny Chavez," 2,522,787.00 "
 Jorge Ortiz," 2,522,787.00 "
 Listette Avila," 2,522,787.00 "
 Margarita Lugo," 2,522,787.00 "
 Veronica Sixtos," 2,522,787.00 "
Jesus Castanos," 2,522,787.00 "
 Andrew E. Wheeler," 2,520,835.00 "
 Christopher D. Harder," 2,518,012.00 "
 Jhon Goodwin," 2,518,012.00 "
 Kelleen Crawford," 2,518,012.00 "
 Kenneth L. Peterson," 2,518,012.00 "
 Morgan Lee," 2,518,012.00 "
 Paul Parson," 2,518,012.00 "
 Thomas M. Lauderdale," 2,518,012.00 "
 William J. Eggleston," 2,518,012.00 "
Henry Hopper," 2,518,012.00 "
 Brent Bailey," 2,510,151.00 "
 Darrel Guilbeau," 2,510,151.00 "
 John Ellison Conlee," 2,510,151.00 "
 Oliver Edwin," 2,510,151.00 "
 Ben Armer," 2,510,007.00 "
 Chan Kien," 2,510,007.00 "
 David Field," 2,510,007.00 "
 Ethan Hanslow," 2,510,007.00 "
 Frank C. Sun," 2,510,007.00 "
 Gillian Jones," 2,510,007.00 "
 Jamie Fallon," 2,510,007.00 "
 Samuel F. Lee," 2,510,007.00 "
 Scott Perry," 2,510,007.00 "
 Tek Kong Lim," 2,510,007.00 "
 Cordell Clyde," 2,506,266.00 "
 Adrienne Houghton," 2,503,392.00 "
 Alicia Urizar," 2,503,392.00 "
 Galley Molina," 2,503,392.00 "
 Kayvon Esmaili," 2,503,392.00 "
 Liam Green," 2,503,392.00 "
 T-Bone," 2,503,392.00 "
 Vernon Davis," 2,503,392.00 "
Martin Kove," 2,503,392.00 "
 Laurel Holloman," 2,502,938.00 "
 Babs Bram," 2,502,551.00 "
 Bobby Joe McFadden," 2,502,551.00 "
 Craig Reay," 2,502,551.00 "
 Dale Gibson," 2,502,551.00 "
 Robert Apel," 2,502,551.00 "
 Robert Guajardo," 2,502,551.00 "
 Sarah Sullivan," 2,502,551.00 "
 Ted Parks," 2,502,551.00 "
 Vance Johnson," 2,502,551.00 "
 Kenneisha Thompson," 2,497,832.00 "
 Herb Rice," 2,494,480.00 "
 Maybelle Wallace," 2,494,480.00 "
 Vincent Spano," 2,494,480.00 "
 Andra Akers," 2,492,088.00 "
 Antony Ponzini," 2,492,088.00 "
 Brenda Beck," 2,492,088.00 "
 Dean Butler," 2,492,088.00 "
 Gwen Welles," 2,492,088.00 "
 Katie La Bourdette," 2,492,088.00 "
 Patricia Frazier," 2,492,088.00 "
 Sam Minsky," 2,492,088.00 "
 Tyler Tyhurst," 2,492,088.00 "
Helen Shaver," 2,492,088.00 "
 Danny Wagner," 2,491,460.00 "
 Geoff Hansen," 2,491,460.00 "
 Gilmer McCormick," 2,491,460.00 "
 H.E.D. Redford," 2,491,460.00 "
 Randy Stumpf," 2,491,460.00 "
 Robert Brian Wilson," 2,491,460.00 "
 Tara Buckman," 2,491,460.00 "
 Toni Nero," 2,491,460.00 "
Lilyan Chauvin," 2,491,460.00 "
 Shiek Mahmud-Bey," 2,474,283.00 "
 Catherine Samie," 2,473,668.00 "
 Estelle Eonnet," 2,473,668.00 "
 Frédéric van den Driessche," 2,473,668.00 "
 Jean Rupert," 2,473,668.00 "
 Lionel Robert," 2,473,668.00 "
 Nicolas Silberg," 2,473,668.00 "
 Paolo Mantini," 2,473,668.00 "
 Stanislas Carré de Malberg," 2,473,668.00 "
 G. Elvis Phillips," 2,467,784.00 "
 Chris Cioffi," 2,466,444.00 "
 Karen LaKritz," 2,466,444.00 "
 Steve Cox," 2,466,444.00 "
 Canibus," 2,463,650.00 "
 DJ Scratch," 2,463,650.00 "
 Gillian White," 2,463,650.00 "
 M.C. Serch," 2,463,650.00 "
 Sarah Jones," 2,463,650.00 "
 Savion Glover," 2,463,650.00 "
 Susan Batson," 2,463,650.00 "
 Brent David Fraser," 2,459,895.00 "
 James Medina," 2,459,895.00 "
 Sean Hagerty," 2,459,895.00 "
 Traci Lind," 2,459,895.00 "
Bradley Gregg," 2,459,895.00 "
 Claudia Cardinale," 2,438,031.00 "
 Jennifer Edwards," 2,438,031.00 "
 Kenny Spalding," 2,438,031.00 "
 Mark Schneider," 2,438,031.00 "
 Shabana Azmi," 2,438,031.00 "
 Eugene I. Stillman," 2,437,000.00 "
 Gary Alan Marsh," 2,437,000.00 "
 Irene Cagen," 2,437,000.00 "
 John Seaton," 2,437,000.00 "
 Maggie McOmie," 2,437,000.00 "
 Mark Lawhead," 2,437,000.00 "
 Robert Feero," 2,437,000.00 "
 Brian J. Burchill," 2,436,000.00 "
 Cecillia Stark," 2,436,000.00 "
 Danny Rosen," 2,436,000.00 "
 Harvey Perr," 2,436,000.00 "
 Paul Sloane," 2,436,000.00 "
 Rammellzee," 2,436,000.00 "
 Sara Driver," 2,436,000.00 "
 Tom DiCillo," 2,436,000.00 "
John Lurie," 2,436,000.00 "
 Garrett Kruithof," 2,435,827.00 "
 Paula Cale," 2,433,850.00 "
 Aaron Spivey-Sorrells," 2,431,443.00 "
 Adriene Mishler," 2,431,443.00 "
 Aj Wilson McPhaul," 2,431,443.00 "
 Anna Niemtschk," 2,431,443.00 "
 Brenda Isaacs Booth," 2,431,443.00 "
 Brian Mays," 2,431,443.00 "
 Elbert Hill III," 2,431,443.00 "
 Gary Poulter," 2,431,443.00 "
 Milton Fountain," 2,431,443.00 "
 Roderick L. Polk," 2,431,443.00 "
 Sue Rock," 2,431,443.00 "
 Alicia Burton," 2,430,735.00 "
 Amisho Baraka," 2,430,735.00 "
 Brayden Negelein," 2,430,735.00 "
 Chris Thomas," 2,430,735.00 "
 Cindy Hodge," 2,430,735.00 "
 Dawntoya Thomason," 2,430,735.00 "
 George Bradshaw," 2,430,735.00 "
 Jessica Maharrey," 2,430,735.00 "
 Joy Parmer Moore," 2,430,735.00 "
 Kiana McDaniel," 2,430,735.00 "
 Rob Erickson," 2,430,735.00 "
 Taylor Ollins," 2,430,735.00 "
Michael Joiner," 2,430,735.00 "
 Doan Ly," 2,425,535.00 "
 Sam Kressner," 2,425,535.00 "
 Miranda Bailey," 2,423,316.00 "
 Ely Pouget," 2,409,225.00 "
 Mathew Valencia," 2,409,225.00 "
 Sean P. Young," 2,409,225.00 "
Patrick Bergin," 2,409,225.00 "
 Alan Francis," 2,404,300.00 "
 Brooke Hobby," 2,404,300.00 "
 Carrie-Ann Savill," 2,404,300.00 "
 Charlotte Collins," 2,404,300.00 "
 Chelsea Chase," 2,404,300.00 "
 Grant Wild," 2,404,300.00 "
 Kierston Wareing," 2,404,300.00 "
 Kirsty Smith," 2,404,300.00 "
 Rebecca Griffiths," 2,404,300.00 "
 Sarah Bayes," 2,404,300.00 "
 Syrus," 2,404,300.00 "
 Toyin Ogidi," 2,404,300.00 "
Katie Jarvis," 2,404,300.00 "
 Judy Geeson," 2,395,408.00 "
 Bill Crabb," 2,395,231.00 "
 David Milford," 2,395,231.00 "
 David Rose," 2,395,231.00 "
 James Michael McDougal," 2,395,231.00 "
 Kathy Larson," 2,395,231.00 "
 Marisa Raper," 2,395,231.00 "
 Patricia Sill," 2,395,231.00 "
 Tommy Chappelle," 2,395,231.00 "
 James Madio," 2,387,883.00 "
 David Novotný," 2,381,183.00 "
 Hans-Jörg Assmann," 2,381,183.00 "
 Jaromír Dulava," 2,381,183.00 "
 Juraj Bernáth," 2,381,183.00 "
 Linda Rybová," 2,381,183.00 "
 Lukás Kantor," 2,381,183.00 "
 Oldrich Kaiser," 2,381,183.00 "
 Radim Fiala," 2,381,183.00 "
 Thure Riefenstein," 2,381,183.00 "
Ondrej Vetchý," 2,381,183.00 "
 Peggy Gormley," 2,381,118.00 "
 Ben Jorgensen," 2,381,087.00 "
 Jimmy Papiris," 2,381,087.00 "
 Nick Gaetani," 2,381,087.00 "
 Patrick McGaw," 2,381,087.00 "
 Roy Cooper," 2,381,087.00 "
 Eric Riedmann," 2,379,154.00 "
 Kirsten deLohr Helland," 2,379,154.00 "
 Larissa Schmitz," 2,379,154.00 "
 Louis Hobson," 2,379,154.00 "
 Maura Lindsay," 2,379,154.00 "
 Phillip Abraham," 2,379,154.00 "
 Sara Coates," 2,379,154.00 "
 Sara Lynne Wright," 2,379,154.00 "
Rocki DuCharme," 2,379,154.00 "
 Anthony Mydcarz," 2,375,097.00 "
 Bob Wahl," 2,375,097.00 "
 John Rummel," 2,375,097.00 "
 John Sansone," 2,375,097.00 "
 Manny Fried," 2,375,097.00 "
 Penny Wolfgang," 2,375,097.00 "
 Agga Olsen," 2,372,903.00 "
 Ann Queensberry," 2,372,903.00 "
 Charles Lewsen," 2,372,903.00 "
 Emma Croft," 2,372,903.00 "
Jens Jørgen Fleischer," 2,372,903.00 "
 Michael McGrath," 2,367,023.00 "
 Anna Quayle," 2,360,561.00 "
 Deryck Guyler," 2,360,561.00 "
 Edward Malin," 2,360,561.00 "
 George Harrison," 2,360,561.00 "
 John Junkin," 2,360,561.00 "
 John Lennon," 2,360,561.00 "
 Lionel Blair," 2,360,561.00 "
 Norman Rossington," 2,360,561.00 "
 Paul McCartney," 2,360,561.00 "
 Ringo Starr," 2,360,561.00 "
 Robin Ray," 2,360,561.00 "
 Wilfrid Brambell," 2,360,561.00 "
The Beatles," 2,360,561.00 "
 Sheila Tousey," 2,341,630.00 "
 Ben Walden," 2,340,411.00 "
 Danny Dyer," 2,340,411.00 "
 Jane Partridge," 2,340,411.00 "
 Jason Griffiths," 2,340,411.00 "
 Len Collin," 2,340,411.00 "
 Mark Meadows," 2,340,411.00 "
 Michael Attwell," 2,340,411.00 "
 Ranjit Krishnamma," 2,340,411.00 "
 Simon Scardifield," 2,340,411.00 "
 Harry Macqueen," 2,336,172.00 "
 Rhodri Orders," 2,336,172.00 "
 Shane James Bordas," 2,336,172.00 "
 Simon Lee Phillips," 2,336,172.00 "
 Simon Nehan," 2,336,172.00 "
Christian McKay," 2,336,172.00 "
 Chris Bearne," 2,331,239.00 "
 George She," 2,315,683.00 "
 Michael Aldridge," 2,315,683.00 "
 Philip Sayer," 2,315,683.00 "
 Sarah Lam," 2,315,683.00 "
 Sonserai Lee," 2,315,683.00 "
 To Chee Kan," 2,315,683.00 "
 Won Gam Bor," 2,315,683.00 "
 Christina Rouner," 2,312,717.00 "
 Emily Bergl," 2,312,717.00 "
 Emmy Clarke," 2,312,717.00 "
 Genevieve McCarthy," 2,312,717.00 "
 Gwendolyn Bucci," 2,312,717.00 "
 Lynn-Marie Stetson," 2,312,717.00 "
 Mary Duffy," 2,312,717.00 "
 Christopher Maleki," 2,308,355.00 "
 Daniel Jeffrey Donaldson," 2,308,355.00 "
 Elle Jenkins," 2,308,355.00 "
 Mary Thornton," 2,308,355.00 "
 Patrick Gagnon," 2,308,355.00 "
 Sam Jenkins," 2,308,355.00 "
 Shawn Michaels," 2,308,355.00 "
 Tara Rios," 2,308,355.00 "
 Tim Frank," 2,308,355.00 "
Brett Dalton," 2,308,355.00 "
 Amani Gethers," 2,300,684.00 "
 Noah Lee Margetts," 2,300,684.00 "
 Tom Ellis," 2,300,684.00 "
 Anny Rosario," 2,295,825.00 "
 Stacie Greenwell," 2,295,825.00 "
 Sylvia Jefferies," 2,295,825.00 "
 Tracey Leigh," 2,295,825.00 "
 Akim Tamiroff," 2,286,947.00 "
 Dennis Weaver," 2,286,947.00 "
 Joanna Moore," 2,286,947.00 "
 Joi Lansing," 2,286,947.00 "
 Joseph Calleia," 2,286,947.00 "
 Lalo Rios," 2,286,947.00 "
 Michael Sargent," 2,286,947.00 "
 Phil Harvey," 2,286,947.00 "
 Victor Millan," 2,286,947.00 "
 Carolyn Stayer," 2,281,761.00 "
 Donald Neal," 2,281,761.00 "
 Lauren Hulsey," 2,281,761.00 "
 Mark Joy," 2,281,761.00 "
 Mo Fischer," 2,281,761.00 "
 Aya Cash," 2,266,067.00 "
 Danny Borbon," 2,266,067.00 "
 Henry Phillips," 2,266,067.00 "
 Jessi Klein," 2,266,067.00 "
Mike Birbiglia," 2,266,067.00 "
 Amanda Burton," 2,260,712.00 "
 Andrew Forbes," 2,260,712.00 "
 Holly Lucas," 2,260,712.00 "
 Jon House," 2,260,712.00 "
 Jonny Phillips," 2,260,712.00 "
 Juliet Oldfield," 2,260,712.00 "
 Katy Barker," 2,260,712.00 "
 Kelly Adams," 2,260,712.00 "
 Luing Andrews," 2,260,712.00 "
 Mark Devenport," 2,260,712.00 "
 Paul Donnelly," 2,260,712.00 "
 Chandra Wilson," 2,254,124.00 "
 Dee Finley," 2,254,124.00 "
 Greg Hollimon," 2,254,124.00 "
 Ivette Dumeng," 2,254,124.00 "
 Kristy Thomas," 2,254,124.00 "
 Paul Sedaris," 2,254,124.00 "
Amy Sedaris," 2,254,124.00 "
 Randy Austin," 2,250,978.00 "
 Derek Magyar," 2,246,463.00 "
 Donny Boaz," 2,246,000.00 "
 Eddie Davenport," 2,246,000.00 "
 Jordan Shipley," 2,246,000.00 "
 Luke Poehlmann," 2,246,000.00 "
 Rett Terrell," 2,246,000.00 "
 Cinqué Lee," 2,204,562.00 "
 Shawn Parsons," 2,193,204.00 "
 George Orrison," 2,181,286.00 "
 Glenn Wright," 2,181,286.00 "
 Michael McGuire," 2,181,286.00 "
 Morgan Nagler," 2,181,286.00 "
 Penelope Windust," 2,181,286.00 "
 Carolyn Purdy-Gordon," 2,174,863.00 "
 Allel Aimiche," 2,169,799.00 "
 Carlos Pizarro," 2,169,799.00 "
 Chris Cardona," 2,169,799.00 "
 Drew McVety," 2,169,799.00 "
 Mark R. Anthony," 2,169,799.00 "
 Steve Beauchamp," 2,169,799.00 "
 Chandler McIntyre," 2,168,560.00 "
 Ane Dahl Torp," 2,166,797.00 "
 Charlotte Frogner," 2,166,797.00 "
 Evy Kasseth Røsten," 2,166,797.00 "
 Jenny Skavlan," 2,166,797.00 "
 Jeppe Beck Laursen," 2,166,797.00 "
 Lasse Valdal," 2,166,797.00 "
 Ørjan Gamst," 2,166,797.00 "
 Stig Frode Henriksen," 2,166,797.00 "
Vegar Hoel," 2,166,797.00 "
 Antje de Boeck," 2,165,637.00 "
 Dirk Lavryssen," 2,165,637.00 "
 Farren Monet," 2,165,637.00 "
 James Garde," 2,165,637.00 "
 Madylin Sweeten," 2,165,637.00 "
 Michel Vanderlinden," 2,165,637.00 "
Jack Warden," 2,165,637.00 "
 Emma Fielding," 2,160,118.00 "
 Tyler Gannon," 2,156,083.00 "
 Abigail Canton," 2,143,005.00 "
 Amanda Drew," 2,143,005.00 "
 Lisa McDonald," 2,143,005.00 "
 Allen Go," 2,138,742.00 "
 Arvin V. Entena," 2,138,742.00 "
 Dakota O'Hara," 2,138,742.00 "
 Eric Normington," 2,138,742.00 "
 Kit Koenig," 2,138,742.00 "
 Lanette Prazeau," 2,138,742.00 "
 Sarah Lucht," 2,138,742.00 "
 Walter Kirn," 2,138,742.00 "
Ted Beckman," 2,138,742.00 "
Gene Kelly," 2,136,801.00 "
 Forrest Fyre," 2,130,321.00 "
 Carol Banker," 2,122,561.00 "
 Jeremy London," 2,122,561.00 "
 Kyle Boe," 2,122,561.00 "
 Renée Humphrey," 2,122,561.00 "
 Steven Blackwell," 2,122,561.00 "
Shannen Doherty," 2,122,561.00 "
 David Bolt," 2,120,439.00 "
 David Tsubouchi," 2,120,439.00 "
 Harvey Chao," 2,120,439.00 "
 Henry Gomez," 2,120,439.00 "
 Lally Cadeau," 2,120,439.00 "
 Lynne Gorman," 2,120,439.00 "
 Reiner Schwarz," 2,120,439.00 "
 Dennis Shin," 2,084,628.00 "
 Jessica Lois," 2,084,628.00 "
 Nathan Parker," 2,084,628.00 "
 Rebecca Hazlewood," 2,084,628.00 "
 Seth Adams," 2,084,628.00 "
 Vernetta Lopez," 2,084,628.00 "
 Yu Hwan Park," 2,084,628.00 "
 Ben VanderMey," 2,082,980.00 "
 Cameron McKendry," 2,082,980.00 "
 David Errigo Jr.," 2,082,980.00 "
 Jaci Velasquez," 2,082,980.00 "
 Justin Cone," 2,082,980.00 "
 Mark Daugherty," 2,082,980.00 "
 Taylor Kalupa," 2,082,980.00 "
 Terri Minton," 2,082,980.00 "
 Victoria Staley," 2,082,980.00 "
Masey McLain," 2,082,980.00 "
 Alan Deveau," 2,082,215.00 "
 Donnie Bowes," 2,082,215.00 "
 Heather Smith," 2,082,215.00 "
 Jason Warren," 2,082,215.00 "
 Joe Crozier," 2,082,215.00 "
 Kent Deuters," 2,082,215.00 "
 Linda Shayne," 2,082,215.00 "
 Linda Speciale," 2,082,215.00 "
 Nicky Fylan," 2,082,215.00 "
 Nola Wale," 2,082,215.00 "
 Paula Farmer," 2,082,215.00 "
 Terrea Smith," 2,082,215.00 "
Peter Keleghan," 2,082,215.00 "
 Colin McCredie," 2,079,569.00 "
 David Scoular," 2,079,569.00 "
